date,warehouse_id,product_id,sales,inventory_level,lead_time,promotion,holiday
2023-01-09,WH4,P5,18,137,6,0,0
2023-01-10,WH1,P1,18,173,5,0,0
2023-01-10,WH1,P2,31,164,4,0,0
2023-01-10,WH1,P3,35,398,5,0,0
2023-01-10,WH1,P4,27,393,3,0,0
2023-01-10,WH1,P5,40,437,3,0,0
2023-01-10,WH2,P1,53,540,5,0,0
2023-01-10,WH2,P2,36,180,3,0,1
2023-01-10,WH2,P3,36,442,6,0,0
2023-01-10,WH2,P4,44,528,4,0,0
2023-01-10,WH2,P5,25,236,3,0,0
2023-01-10,WH3,P1,31,109,6,0,0
2023-01-10,WH3,P2,18,159,3,0,0
2023-01-10,WH3,P3,25,163,6,0,0
2023-01-10,WH3,P4,30,112,6,0,0
2023-01-10,WH3,P5,44,140,5,0,0
2023-01-10,WH4,P1,39,156,4,0,0
2023-01-10,WH4,P2,49,156,3,0,0
2023-01-10,WH4,P3,37,144,4,0,0
2023-01-10,WH4,P4,45,508,6,0,0
2023-01-10,WH4,P5,48,498,4,0,0
2023-01-11,WH1,P1,22,151,3,0,0
2023-01-11,WH1,P2,23,141,6,0,0
2023-01-11,WH1,P3,42,356,5,0,0
2023-01-11,WH1,P4,37,356,4,0,0
2023-01-11,WH1,P5,22,415,6,0,0
2023-01-11,WH2,P1,40,500,5,0,0
2023-01-11,WH2,P2,35,145,4,0,0
2023-01-11,WH2,P3,27,415,4,0,0
2023-01-11,WH2,P4,19,509,6,0,0
2023-01-11,WH2,P5,53,183,5,0,0
2023-01-11,WH3,P1,59,477,5,1,0
2023-01-11,WH3,P2,32,127,3,0,0
2023-01-11,WH3,P3,29,134,4,0,0
2023-01-11,WH3,P4,18,430,4,0,0
2023-01-11,WH3,P5,29,111,4,0,0
2023-01-11,WH4,P1,41,115,6,0,0
2023-01-11,WH4,P2,38,118,5,0,0
2023-01-11,WH4,P3,23,121,3,0,0
2023-01-11,WH4,P4,31,477,4,0,0
2023-01-11,WH4,P5,19,479,5,0,0
2023-01-12,WH1,P1,33,118,6,0,0
2023-01-12,WH1,P2,19,122,5,0,0
2023-01-12,WH1,P3,41,315,3,0,0
2023-01-12,WH1,P4,45,311,5,0,0
2023-01-12,WH1,P5,32,383,4,0,0
2023-01-12,WH2,P1,24,476,3,0,0
2023-01-12,WH2,P2,13,132,5,0,0
2023-01-12,WH2,P3,35,380,4,0,0
2023-01-12,WH2,P4,19,490,4,0,0
2023-01-12,WH2,P5,34,149,3,0,0
2023-01-12,WH3,P1,34,443,3,0,0
2023-01-12,WH3,P2,42,410,3,0,1
2023-01-12,WH3,P3,26,108,5,0,0
2023-01-12,WH3,P4,38,392,6,0,0
2023-01-12,WH3,P5,42,385,5,0,0
2023-01-12,WH4,P1,22,437,6,0,0
2023-01-12,WH4,P2,12,106,5,0,0
2023-01-12,WH4,P3,28,545,4,0,0
2023-01-12,WH4,P4,26,451,5,0,0
2023-01-12,WH4,P5,24,455,5,0,0
2023-01-13,WH1,P1,36,443,3,0,0
2023-01-13,WH1,P2,37,505,6,0,0
2023-01-13,WH1,P3,35,280,3,0,0
2023-01-13,WH1,P4,22,289,4,0,0
2023-01-13,WH1,P5,24,359,5,0,0
2023-01-13,WH2,P1,27,449,6,0,0
2023-01-13,WH2,P2,48,567,5,1,0
2023-01-13,WH2,P3,26,354,4,0,0
2023-01-13,WH2,P4,48,442,4,0,0
2023-01-13,WH2,P5,38,111,5,0,0
2023-01-13,WH3,P1,23,420,5,0,0
2023-01-13,WH3,P2,40,370,3,0,0
2023-01-13,WH3,P3,48,519,5,0,0
2023-01-13,WH3,P4,21,371,5,0,0
2023-01-13,WH3,P5,41,344,3,0,0
2023-01-13,WH4,P1,31,406,3,1,0
2023-01-13,WH4,P2,33,410,5,0,0
2023-01-13,WH4,P3,23,522,4,0,0
2023-01-13,WH4,P4,41,410,5,1,0
2023-01-13,WH4,P5,43,412,3,0,0
2023-01-14,WH1,P1,36,407,5,0,0
2023-01-14,WH1,P2,57,448,3,0,0
2023-01-14,WH1,P3,75,205,3,1,0
2023-01-14,WH1,P4,56,233,5,1,0
2023-01-14,WH1,P5,51,308,4,0,0
2023-01-14,WH2,P1,26,423,6,0,0
2023-01-14,WH2,P2,33,534,6,0,0
2023-01-14,WH2,P3,17,337,5,0,0
2023-01-14,WH2,P4,44,398,5,0,0
2023-01-14,WH2,P5,56,376,3,0,0
2023-01-14,WH3,P1,30,390,4,0,0
2023-01-14,WH3,P2,27,343,4,0,0
2023-01-14,WH3,P3,74,445,6,1,0
2023-01-14,WH3,P4,54,317,3,0,0
2023-01-14,WH3,P5,29,315,6,0,0
2023-01-14,WH4,P1,38,368,5,0,0
2023-01-14,WH4,P2,52,358,6,0,0
2023-01-14,WH4,P3,51,471,4,0,0
2023-01-14,WH4,P4,29,381,4,0,0
2023-01-14,WH4,P5,54,358,5,0,0
2023-01-15,WH1,P1,42,365,6,0,0
2023-01-15,WH1,P2,60,388,3,0,0
2023-01-15,WH1,P3,34,171,6,0,0
2023-01-15,WH1,P4,42,191,5,0,0
2023-01-15,WH1,P5,44,264,4,0,0
2023-01-15,WH2,P1,49,374,4,0,0
2023-01-15,WH2,P2,46,488,6,0,0
2023-01-15,WH2,P3,40,297,4,0,0
2023-01-15,WH2,P4,43,355,4,0,0
2023-01-15,WH2,P5,35,341,6,0,0
2023-01-15,WH3,P1,43,347,4,0,1
2023-01-15,WH3,P2,51,292,6,0,0
2023-01-15,WH3,P3,43,402,3,0,0
2023-01-15,WH3,P4,35,282,4,0,0
2023-01-15,WH3,P5,27,288,5,0,0
2023-01-15,WH4,P1,39,329,5,0,0
2023-01-15,WH4,P2,55,303,4,0,0
2023-01-15,WH4,P3,34,437,4,0,0
2023-01-15,WH4,P4,52,329,4,0,0
2023-01-15,WH4,P5,27,331,4,0,0
2023-01-16,WH1,P1,28,337,5,0,0
2023-01-16,WH1,P2,53,335,3,0,0
2023-01-16,WH1,P3,29,142,5,0,0
2023-01-16,WH1,P4,14,177,3,0,0
2023-01-16,WH1,P5,46,218,3,0,0
2023-01-16,WH2,P1,46,328,6,0,0
2023-01-16,WH2,P2,54,434,3,0,1
2023-01-16,WH2,P3,29,268,4,0,0
2023-01-16,WH2,P4,26,329,6,0,0
2023-01-16,WH2,P5,22,319,5,0,0
2023-01-16,WH3,P1,21,326,3,0,0
2023-01-16,WH3,P2,26,266,5,0,0
2023-01-16,WH3,P3,28,374,5,0,0
2023-01-16,WH3,P4,67,215,3,1,0
2023-01-16,WH3,P5,17,271,5,0,0
2023-01-16,WH4,P1,39,290,4,0,0
2023-01-16,WH4,P2,33,270,3,0,0
2023-01-16,WH4,P3,38,399,3,0,0
2023-01-16,WH4,P4,34,295,6,0,0
2023-01-16,WH4,P5,42,289,6,0,0
2023-01-17,WH1,P1,46,291,6,0,0
2023-01-17,WH1,P2,42,293,4,0,0
2023-01-17,WH1,P3,33,109,4,1,0
2023-01-17,WH1,P4,58,119,5,1,0
2023-01-17,WH1,P5,72,146,5,1,0
2023-01-17,WH2,P1,34,294,6,0,0
2023-01-17,WH2,P2,38,396,5,0,0
2023-01-17,WH2,P3,43,225,6,1,0
2023-01-17,WH2,P4,50,279,5,0,0
2023-01-17,WH2,P5,59,260,4,1,0
2023-01-17,WH3,P1,35,291,6,0,0
2023-01-17,WH3,P2,44,222,5,0,0
2023-01-17,WH3,P3,27,347,4,0,0
2023-01-17,WH3,P4,40,175,3,0,0
2023-01-17,WH3,P5,40,231,5,1,0
2023-01-17,WH4,P1,20,270,6,0,0
2023-01-17,WH4,P2,23,247,3,0,0
2023-01-17,WH4,P3,33,366,5,0,0
2023-01-17,WH4,P4,48,247,5,0,0
2023-01-17,WH4,P5,55,234,6,0,0
2023-01-18,WH1,P1,31,260,4,0,0
2023-01-18,WH1,P2,30,263,3,0,0
2023-01-18,WH1,P3,60,363,6,1,0
2023-01-18,WH1,P4,30,496,4,0,0
2023-01-18,WH1,P5,49,520,3,0,0
2023-01-18,WH2,P1,33,261,5,0,0
2023-01-18,WH2,P2,34,362,6,1,0
2023-01-18,WH2,P3,36,189,5,0,0
2023-01-18,WH2,P4,53,226,3,0,0
2023-01-18,WH2,P5,35,225,5,0,0
2023-01-18,WH3,P1,33,258,6,0,0
2023-01-18,WH3,P2,36,186,6,0,0
2023-01-18,WH3,P3,36,311,4,0,0
2023-01-18,WH3,P4,51,124,4,1,0
2023-01-18,WH3,P5,41,190,4,0,0
2023-01-18,WH4,P1,38,232,6,0,0
2023-01-18,WH4,P2,39,208,6,0,0
2023-01-18,WH4,P3,23,343,6,0,0
2023-01-18,WH4,P4,31,216,4,0,0
2023-01-18,WH4,P5,17,217,6,0,0
2023-01-19,WH1,P1,17,243,4,0,0
2023-01-19,WH1,P2,33,230,4,0,0
2023-01-19,WH1,P3,14,349,3,0,0
2023-01-19,WH1,P4,28,468,4,0,0
2023-01-19,WH1,P5,38,482,6,0,0
2023-01-19,WH2,P1,28,233,3,0,0
2023-01-19,WH2,P2,22,340,6,0,0
2023-01-19,WH2,P3,29,160,6,0,0
2023-01-19,WH2,P4,35,191,4,0,0
2023-01-19,WH2,P5,24,201,6,0,0
2023-01-19,WH3,P1,19,239,4,0,1
2023-01-19,WH3,P2,28,158,3,0,0
2023-01-19,WH3,P3,33,278,6,0,0
2023-01-19,WH3,P4,27,399,6,0,0
2023-01-19,WH3,P5,38,152,3,0,0
2023-01-19,WH4,P1,47,185,4,0,0
2023-01-19,WH4,P2,37,171,6,0,0
2023-01-19,WH4,P3,30,313,5,0,0
2023-01-19,WH4,P4,32,184,3,0,0
2023-01-19,WH4,P5,27,190,4,0,0
2023-01-20,WH1,P1,24,219,6,0,0
2023-01-20,WH1,P2,29,201,3,0,0
2023-01-20,WH1,P3,30,319,4,0,0
2023-01-20,WH1,P4,33,435,4,0,0
2023-01-20,WH1,P5,26,456,4,0,0
2023-01-20,WH2,P1,36,197,4,0,0
2023-01-20,WH2,P2,39,301,6,0,0
2023-01-20,WH2,P3,42,118,5,0,0
2023-01-20,WH2,P4,27,164,6,0,0
2023-01-20,WH2,P5,39,162,6,0,0
2023-01-20,WH3,P1,43,196,4,0,0
2023-01-20,WH3,P2,47,111,5,0,0
2023-01-20,WH3,P3,35,243,4,0,0
2023-01-20,WH3,P4,27,372,5,0,0
2023-01-20,WH3,P5,24,128,6,0,0
2023-01-20,WH4,P1,44,141,6,0,0
2023-01-20,WH4,P2,37,134,4,0,0
2023-01-20,WH4,P3,21,292,5,0,0
2023-01-20,WH4,P4,41,143,5,0,0
2023-01-20,WH4,P5,34,156,5,0,0
2023-01-21,WH1,P1,26,193,5,0,0
2023-01-21,WH1,P2,59,142,3,0,0
2023-01-21,WH1,P3,47,272,3,0,0
2023-01-21,WH1,P4,54,381,6,0,0
2023-01-21,WH1,P5,48,408,4,0,0
2023-01-21,WH2,P1,34,163,3,0,0
2023-01-21,WH2,P2,31,270,4,0,0
2023-01-21,WH2,P3,57,418,4,0,0
2023-01-21,WH2,P4,46,118,4,0,0
2023-01-21,WH2,P5,32,130,5,0,0
2023-01-21,WH3,P1,51,145,6,0,0
2023-01-21,WH3,P2,39,480,3,0,0
2023-01-21,WH3,P3,40,203,5,0,0
2023-01-21,WH3,P4,42,330,6,0,0
2023-01-21,WH3,P5,50,515,6,0,0
2023-01-21,WH4,P1,32,109,3,0,0
2023-01-21,WH4,P2,27,107,3,0,0
2023-01-21,WH4,P3,25,267,3,0,0
2023-01-21,WH4,P4,58,528,5,0,0
2023-01-21,WH4,P5,63,560,3,0,0
2023-01-22,WH1,P1,37,156,3,0,0
2023-01-22,WH1,P2,58,555,3,1,0
2023-01-22,WH1,P3,49,223,5,0,0
2023-01-22,WH1,P4,28,353,4,0,0
2023-01-22,WH1,P5,49,359,5,0,0
2023-01-22,WH2,P1,53,110,4,0,0
2023-01-22,WH2,P2,75,195,5,1,0
2023-01-22,WH2,P3,41,377,6,0,0
2023-01-22,WH2,P4,38,497,5,0,0
2023-01-22,WH2,P5,56,484,6,0,0
2023-01-22,WH3,P1,51,501,3,0,0
2023-01-22,WH3,P2,28,452,5,0,0
2023-01-22,WH3,P3,37,166,5,0,0
2023-01-22,WH3,P4,57,273,3,0,0
2023-01-22,WH3,P5,48,467,4,0,0
2023-01-22,WH4,P1,40,443,6,0,0
2023-01-22,WH4,P2,38,506,6,0,0
2023-01-22,WH4,P3,43,224,4,0,0
2023-01-22,WH4,P4,46,482,3,0,0
2023-01-22,WH4,P5,45,515,5,0,0
2023-01-23,WH1,P1,42,114,6,0,0
2023-01-23,WH1,P2,21,534,6,0,0
2023-01-23,WH1,P3,48,175,6,0,0
2023-01-23,WH1,P4,70,283,6,1,0
2023-01-23,WH1,P5,35,324,4,0,0
2023-01-23,WH2,P1,31,435,5,0,0
2023-01-23,WH2,P2,46,149,5,0,0
2023-01-23,WH2,P3,68,309,6,0,1
2023-01-23,WH2,P4,31,466,4,0,0
2023-01-23,WH2,P5,31,453,4,0,0
2023-01-23,WH3,P1,46,455,6,0,0
2023-01-23,WH3,P2,18,434,6,0,0
2023-01-23,WH3,P3,24,142,6,0,0
2023-01-23,WH3,P4,25,248,6,0,0
2023-01-23,WH3,P5,45,422,6,0,0
2023-01-23,WH4,P1,30,413,5,0,0
2023-01-23,WH4,P2,21,485,5,0,0
2023-01-23,WH4,P3,29,195,3,0,0
2023-01-23,WH4,P4,36,446,3,0,0
2023-01-23,WH4,P5,31,484,4,0,0
2023-01-24,WH1,P1,34,528,5,0,0
2023-01-24,WH1,P2,31,503,4,0,0
2023-01-24,WH1,P3,58,117,3,0,1
2023-01-24,WH1,P4,40,243,3,0,0
2023-01-24,WH1,P5,29,295,4,0,0
2023-01-24,WH2,P1,41,394,3,0,0
2023-01-24,WH2,P2,41,108,4,0,0
2023-01-24,WH2,P3,36,273,4,0,0
2023-01-24,WH2,P4,19,447,6,0,0
2023-01-24,WH2,P5,46,407,6,0,0
2023-01-24,WH3,P1,31,424,5,0,0
2023-01-24,WH3,P2,35,399,6,0,0
2023-01-24,WH3,P3,39,103,3,0,0
2023-01-24,WH3,P4,34,214,5,0,0
2023-01-24,WH3,P5,62,360,6,0,1
2023-01-24,WH4,P1,28,385,4,0,0
2023-01-24,WH4,P2,31,454,5,0,0
2023-01-24,WH4,P3,27,168,6,0,0
2023-01-24,WH4,P4,51,395,5,0,0
2023-01-24,WH4,P5,53,431,4,1,0
2023-01-25,WH1,P1,50,478,5,0,0
2023-01-25,WH1,P2,58,445,3,0,1
2023-01-25,WH1,P3,48,469,5,0,0
2023-01-25,WH1,P4,26,217,5,0,0
2023-01-25,WH1,P5,27,268,5,0,0
2023-01-25,WH2,P1,41,353,6,0,0
2023-01-25,WH2,P2,51,504,3,0,0
2023-01-25,WH2,P3,31,242,5,0,0
2023-01-25,WH2,P4,49,398,3,0,0
2023-01-25,WH2,P5,42,365,6,0,0
2023-01-25,WH3,P1,44,380,4,0,0
2023-01-25,WH3,P2,34,365,5,0,0
2023-01-25,WH3,P3,47,370,4,0,0
2023-01-25,WH3,P4,48,166,6,0,0
2023-01-25,WH3,P5,19,341,6,0,0
2023-01-25,WH4,P1,44,341,6,0,0
2023-01-25,WH4,P2,49,405,4,0,0
2023-01-25,WH4,P3,17,151,5,0,0
2023-01-25,WH4,P4,48,347,5,0,0
2023-01-25,WH4,P5,48,383,4,0,0
2023-01-26,WH1,P1,34,444,4,0,0
2023-01-26,WH1,P2,45,400,6,0,0
2023-01-26,WH1,P3,47,422,5,1,0
2023-01-26,WH1,P4,25,192,6,0,0
2023-01-26,WH1,P5,51,217,6,1,0
2023-01-26,WH2,P1,35,318,4,0,0
2023-01-26,WH2,P2,32,472,5,0,0
2023-01-26,WH2,P3,38,204,4,0,0
2023-01-26,WH2,P4,29,369,4,0,0
2023-01-26,WH2,P5,44,321,5,0,0
2023-01-26,WH3,P1,35,345,6,0,0
2023-01-26,WH3,P2,31,334,3,0,0
2023-01-26,WH3,P3,36,334,3,0,0
2023-01-26,WH3,P4,23,143,3,0,0
2023-01-26,WH3,P5,47,294,3,0,0
2023-01-26,WH4,P1,36,305,6,0,0
2023-01-26,WH4,P2,35,370,5,0,0
2023-01-26,WH4,P3,50,101,3,0,0
2023-01-26,WH4,P4,27,320,3,0,0
2023-01-26,WH4,P5,29,354,3,0,0
2023-01-27,WH1,P1,36,408,6,0,0
2023-01-27,WH1,P2,24,376,6,0,0
2023-01-27,WH1,P3,40,382,3,0,0
2023-01-27,WH1,P4,46,146,3,0,0
2023-01-27,WH1,P5,28,189,5,0,0
2023-01-27,WH2,P1,31,287,6,0,0
2023-01-27,WH2,P2,35,437,6,0,0
2023-01-27,WH2,P3,24,180,3,0,0
2023-01-27,WH2,P4,38,331,3,0,0
2023-01-27,WH2,P5,36,285,6,0,0
2023-01-27,WH3,P1,49,296,6,0,0
2023-01-27,WH3,P2,55,279,5,1,0
2023-01-27,WH3,P3,39,295,5,0,0
2023-01-27,WH3,P4,35,108,5,0,0
2023-01-27,WH3,P5,42,252,3,0,0
2023-01-27,WH4,P1,16,289,4,0,0
2023-01-27,WH4,P2,17,353,5,0,0
2023-01-27,WH4,P3,38,411,4,0,0
2023-01-27,WH4,P4,45,275,4,0,0
2023-01-27,WH4,P5,26,328,3,0,0
2023-01-28,WH1,P1,32,376,6,0,0
2023-01-28,WH1,P2,57,319,6,1,0
2023-01-28,WH1,P3,42,340,3,0,0
2023-01-28,WH1,P4,54,398,3,0,0
2023-01-28,WH1,P5,26,163,4,0,0
2023-01-28,WH2,P1,58,229,5,0,0
2023-01-28,WH2,P2,59,378,4,0,0
2023-01-28,WH2,P3,61,119,3,0,1
2023-01-28,WH2,P4,31,300,4,0,1
2023-01-28,WH2,P5,55,230,5,0,0
2023-01-28,WH3,P1,34,262,4,0,0
2023-01-28,WH3,P2,24,255,6,0,0
2023-01-28,WH3,P3,28,267,3,0,0
2023-01-28,WH3,P4,39,477,3,0,0
2023-01-28,WH3,P5,65,187,3,0,1
2023-01-28,WH4,P1,41,248,5,0,0
2023-01-28,WH4,P2,34,319,5,0,0
2023-01-28,WH4,P3,31,380,6,0,0
2023-01-28,WH4,P4,43,232,3,0,0
2023-01-28,WH4,P5,45,283,4,0,0
2023-01-29,WH1,P1,50,326,3,0,0
2023-01-29,WH1,P2,45,274,5,0,0
2023-01-29,WH1,P3,87,253,3,1,0
2023-01-29,WH1,P4,49,349,3,0,0
2023-01-29,WH1,P5,53,110,6,0,0
2023-01-29,WH2,P1,46,183,4,0,0
2023-01-29,WH2,P2,25,353,5,0,0
2023-01-29,WH2,P3,58,442,3,0,0
2023-01-29,WH2,P4,58,242,6,0,0
2023-01-29,WH2,P5,33,197,3,0,0
2023-01-29,WH3,P1,38,224,3,0,0
2023-01-29,WH3,P2,54,201,5,1,0
2023-01-29,WH3,P3,50,217,3,0,0
2023-01-29,WH3,P4,43,434,5,0,0
2023-01-29,WH3,P5,56,131,5,0,0
2023-01-29,WH4,P1,23,225,6,0,0
2023-01-29,WH4,P2,30,289,3,0,0
2023-01-29,WH4,P3,26,354,4,0,0
2023-01-29,WH4,P4,34,198,6,0,0
2023-01-29,WH4,P5,32,251,4,0,0
